step,x1,x2,y,f1,f2,Ax,Ay,Bx,By,C,time,s
0, -0.167223, 0.167222, 0.207523, 2.032668, 2.032679, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.009000
1, -0.167223, 0.167222, 0.207523, 2.032668, 2.032679, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.000000
2, -0.167779, 0.167778, 0.207076, 2.034364, 2.034375, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.005000
3, -0.168892, 0.168894, 0.206183, 2.037788, 2.037776, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.005000
4, -0.170551, 0.170552, 0.204856, 2.042894, 2.042884, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.008000
5, -0.172739, 0.172738, 0.203110, 2.049675, 2.049687, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.012000
6, -0.175445, 0.175444, 0.200956, 2.058181, 2.058192, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.012000
7, -0.178643, 0.178642, 0.198419, 2.068378, 2.068390, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.008000
8, -0.182306, 0.182304, 0.195526, 2.080252, 2.080264, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.010000
9, -0.186400, 0.186399, 0.192307, 2.093781, 2.093793, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.011000
10, -0.190891, 0.190889, 0.188795, 2.108941, 2.108954, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.008000
11, -0.195739, 0.195737, 0.185026, 2.125701, 2.125715, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.010000
12, -0.200901, 0.200900, 0.181038, 2.144017, 2.144029, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.018000
13, -0.206337, 0.206338, 0.176865, 2.163867, 2.163854, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.020000
14, -0.211998, 0.211999, 0.172552, 2.185146, 2.185132, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.018000
15, -0.217840, 0.217842, 0.168134, 2.207817, 2.207802, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.013000
16, -0.223819, 0.223820, 0.163648, 2.231803, 2.231788, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.009000
17, -0.229891, 0.229892, 0.159128, 2.257029, 2.257017, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.010000
18, -0.236011, 0.236009, 0.154612, 2.283377, 2.283394, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.011000
19, -0.242138, 0.242136, 0.150126, 2.310793, 2.310811, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.008000
20, -0.248233, 0.248232, 0.145702, 2.339138, 2.339154, -0.353000, 0.300000, 0.353000, 0.300000, 1.178097, 0.010000
